X_1,X_2,Class
1.3458959449022767,2.648091775174539,0
3.7873454893452387,2.932242258275274,0
1.6431565203849523,0.7950883980747334,0
3.3460756047870994,1.9365166811312984,0
2.4974630873719987,0.12295251248647655,0
5.643522825641718,0.12512433104051726,0
0.3009077414598065,2.226882764469211,0
1.0490427535554507,0.20484264131021626,0
2.9367095185751935,4.4846706047353475,0
1.132444022607802,2.5335956664606485,0
1.0998100662016868,4.582415647838333,0
2.5580515740547782,3.1672380622945773,0
4.578368812850235,4.7378203549399505,0
0.4613949262220229,1.1679097296364171,0
2.6086806305218206,2.671116818385817,0
1.6365050091571671,2.36572504177481,0
2.9578182820276497,2.0119946570391423,0
2.476910214244087,1.9968054833493185,0
2.7476260447834067,1.258253196332353,0
0.7838270334181028,1.4236585339241703,0
-0.04279114033561893,3.716633152707458,0
1.8058658718576115,2.9651585927834025,0
3.242022570269653,2.5970235737862675,0
1.1735901330762306,5.364156818011878,0
2.277554937619111,4.242327992755323,0
0.6295938974653879,2.747957410305266,0
1.6898078761534756,0.03704165910780066,0
3.414636285173273,1.1934840317854585,0
3.9353949889097284,3.891591184873335,0
-0.8766692012536899,0.5131336629181,0
0.9733624482574688,1.5129325097561754,0
1.8900867457946795,5.344134709173528,0
1.107963969819192,2.0192282188715764,0
2.1877565656316658,2.058896741866361,0
3.091021127915194,2.6474747840499986,0
0.6565172611376142,3.818322553817087,0
0.8516126352340028,0.6510422666567395,0
2.6472467871388523,1.3217121970768495,0
1.3100379967418598,3.3587883841897024,0
2.5678864806065373,3.7534374377932256,0
3.742076094216365,3.6221091523367535,0
1.8499293065742508,3.778820090259343,0
2.2216621344881085,4.32544848365198,0
3.0233515265592525,0.9758571046529274,0
2.9565453925836493,3.0950278850538315,0
2.2558807337700317,-0.007110190248666992,0
2.0277903323740682,0.18756134303269206,0
2.558829843702658,1.561042697725092,0
2.2425892330017527,1.4339862554010827,0
1.6217861120477348,-0.2936933649770883,0
2.298093791740718,3.362824152881044,0
4.254269234988103,3.1324549197430462,0
3.0447086772629315,2.2422100056812098,0
3.1167743205305887,3.568825851074214,0
-1.2989199284500366,1.7220502632086898,0
2.682019191906186,-0.3486587993895691,0
2.7043336847275037,2.4696962773966464,0
1.103610499805484,3.861830414594993,0
0.7180538980689992,3.8443882627605377,0
1.9074550111775512,-0.02431536394031042,0
4.660127336078412,1.9169365333547144,0
0.3832082900576928,2.5056661372574296,0
2.294052203439731,1.1213038019150687,0
2.1065442536782477,1.930472818751878,0
2.5978932156793006,2.374790944260881,0
2.1276129798469197,0.6971140989495539,0
3.751995063074715,3.4611793871739667,0
1.0628005360104529,1.1996569227176357,0
1.7801198472876578,0.7866054173528618,0
1.5292734012790752,0.18209322455399726,0
4.138302642133769,-0.2881693946642634,0
-0.4738809925614982,1.6465465162690769,0
3.710231802923385,2.686459155049098,0
1.4998105986242172,1.5360808267026616,0
2.6886370588849657,-0.7884712959610841,0
